College Code,College Name,Branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,CE Civil,114114,137990,--,130495,--,136401,122510,--,--,123932,--,--,113130,--,--,111284,--,119257,130753,--,147790,123221,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,CS Computers,39048,--,--,47280,49876,47291,43654,--,--,40649,--,42586,39947,--,41463,36388,38013,38536,79459,83992,84466,50428,--,80866
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,EC Electronics,79866,--,115070,71053,71212,72727,59925,--,77763,91061,--,--,58377,--,--,54220,56545,67902,135026,138965,139038,104359,--,125240
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,EE Electrical,79943,--,113771,96584,--,101635,90715,--,--,112143,--,--,80655,--,--,78883,86433,82098,137160,--,--,119088,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,"EI Elec. Inst.
Engg",136782,--,--,124591,--,133262,124886,--,--,121592,--,--,119333,--,--,117575,140215,119932,219031,--,235048,190271,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,ME Mechanical,159339,--,--,145043,--,146858,156990,--,--,148825,--,--,139417,--,--,137342,139962,140102,172064,--,189636,172991,196434,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,RI Robotics and AI,95947,--,--,100273,--,--,87656,--,--,89962,--,--,100842,122117,--,86472,--,106042,155157,--,204083,117842,--,140578
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,"AI Artificial
Intelligence",--,--,--,104017,--,112003,--,--,--,101238,105963,--,95235,--,--,90302,--,93543,188806,--,192771,210871,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,CE Civil,--,--,--,206199,--,--,--,--,--,--,--,--,--,--,--,177658,--,180546,218578,--,--,248740,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,CS Computers,87196,--,--,88354,--,--,103100,--,136850,87035,--,96997,88620,--,--,86891,88326,90014,175602,--,--,135651,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,EC Electronics,114217,--,--,110547,120545,121437,122285,--,--,99459,--,--,103212,--,--,95702,--,102443,195265,--,202503,195049,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,IE Info.Science,128130,--,--,117294,--,--,114924,--,--,109233,--,--,108692,--,115348,108365,--,109208,197687,224405,--,219634,--,221329
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,ME Mechanical,--,--,--,203176,--,--,--,--,--,--,--,--,--,--,--,177367,214416,181346,251028,--,--,--,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,"CA CS (AI, Machine
Learning)",28224,--,32061,28044,--,33634,26835,--,--,20261,32705,--,20666,--,--,19957,30572,23724,66949,--,85904,67881,93668,77196
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,CE Civil,120998,--,--,118199,--,--,117624,261660,--,95534,--,120583,112035,--,--,95132,117224,111145,140082,--,--,166821,--,213859
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,CS Computers,24850,--,28855,22755,28346,27516,25017,--,33610,16984,--,20064,17743,24894,20294,16185,22881,19196,58338,81338,69472,56340,82902,66195
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,EC Electronics,32388,--,--,29518,30309,33963,36968,--,--,23279,--,--,24334,--,27150,22946,29446,26411,73761,--,82108,77064,--,98410
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,EE Electrical,38303,91440,--,39571,--,--,37676,--,190045,33934,--,--,34019,--,--,32753,45927,33186,82176,--,96402,85179,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,IE Info.Science,28514,--,--,27117,--,29249,36312,--,--,20330,--,--,20299,--,23932,19847,28587,21803,72441,87581,78182,71080,--,82581
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,ME Mechanical,86588,213541,126121,95930,149136,137235,112528,--,--,71100,--,--,76371,--,--,68399,128032,97762,157326,217895,180694,153946,--,192315
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,"AI Artificial
Intelligence",80148,--,--,62633,--,63481,62344,--,--,69274,--,--,62299,--,--,51598,--,62389,109148,--,128145,74707,161587,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,CE Civil,--,--,--,187975,--,--,--,--,--,--,--,--,--,--,--,149192,--,--,173505,--,--,--,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,"CF CS(Artificial
Intel.)",--,--,108190,59788,--,--,68001,--,--,--,--,--,57901,--,--,44863,80594,62889,94470,--,--,62209,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,CS Computers,42622,--,--,40490,52588,44402,--,--,--,37223,--,--,37520,--,--,29703,--,39160,60512,--,137558,55704,--,72002
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,"DS Comp. Sc. Engg-
Data Sc.",88282,--,--,65533,--,--,70157,--,--,--,--,97154,--,--,--,55851,76737,73127,148820,--,--,133350,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,EC Electronics,92926,--,--,76043,--,76314,60982,--,--,74735,--,--,71679,--,--,57920,--,69425,153057,158700,176337,78337,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,EE Electrical,119902,--,--,113404,--,--,--,--,--,--,--,--,91666,124987,132526,89135,--,122100,155523,--,--,127385,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,ME Mechanical,--,--,--,192765,--,--,--,--,--,210666,--,--,178418,--,--,158687,179286,210575,253684,--,--,224158,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,"CA CS (AI, Machine
Learning)",--,--,--,100028,--,--,--,--,--,--,--,--,--,103981,--,89955,--,--,174445,--,--,146613,--,266806
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,CE Civil,--,--,--,--,--,--,--,--,--,209666,--,--,--,--,--,72446,--,--,167345,--,--,--,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,CS Computers,--,--,--,84702,--,100101,86210,--,--,--,--,--,68506,--,--,61341,72831,74814,130260,--,--,121921,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,EC Electronics,122364,--,--,114575,--,--,--,--,--,--,--,--,--,--,--,101170,--,106227,159906,--,254214,--,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,EE Electrical,--,--,--,145876,--,--,162017,--,--,--,--,--,--,--,--,133368,--,143278,185770,--,--,--,--,--
E077,Vidya Vikas Institute of Engineering and Technology Mysuru,ME Mechanical,--,--,--,240370,--,--,--,--,--,--,--,--,219241,--,--,194309,--,211523,251936,--,--,--,--,--
E082,J S S Academy of Technical Education Bangalore,CE Civil,160594,--,--,168356,--,174271,164750,--,--,146573,171707,--,145989,--,178192,140851,144054,158023,185409,--,197066,171984,--,--
E082,J S S Academy of Technical Education Bangalore,CS Computers,33060,--,--,38039,--,--,44897,--,55908,37357,--,38639,33951,--,--,32700,34734,36031,77095,81317,--,101064,--,--
E082,J S S Academy of Technical Education Bangalore,EC Electronics,58069,--,--,63339,--,75223,80739,--,--,54575,--,--,53550,--,58124,50477,52325,57987,113385,133620,131299,113335,--,--
E082,J S S Academy of Technical Education Bangalore,EE Electrical,116256,--,--,89589,95480,95380,89052,--,--,82205,--,--,92800,--,--,78299,84277,92463,158193,--,173258,144614,--,209583
E082,J S S Academy of Technical Education Bangalore,IE Info.Science,56834,--,61979,50800,70635,--,47391,--,--,--,--,52455,48120,--,--,46822,--,49634,118804,--,--,112958,--,138585
E082,J S S Academy of Technical Education Bangalore,ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
E082,J S S Academy of Technical Education Bangalore,"AI Artificial
Intelligence",--,80186,44522,32884,--,--,31813,--,--,32485,--,--,30726,--,--,30566,--,31382,84295,--,85319,85344,--,--
E082,J S S Academy of Technical Education Bangalore,BT Bio Technology,89743,--,--,61337,--,--,72566,--,--,57724,--,64448,54685,--,--,51414,121905,61695,116307,--,--,124245,--,--
E082,J S S Academy of Technical Education Bangalore,CE Civil,179305,--,--,147475,--,156512,--,--,--,136974,--,--,145402,155456,157457,135516,--,149772,179996,--,211285,195930,--,--
E082,J S S Academy of Technical Education Bangalore,CS Computers,36198,--,--,34047,35713,37451,42974,--,--,31528,--,--,30971,--,32712,30328,32693,31937,90625,111806,104527,88445,--,89894
E082,J S S Academy of Technical Education Bangalore,EC Electronics,50714,--,--,47570,--,50583,45411,--,--,44072,--,--,45886,--,--,43951,44939,46287,127023,--,143294,143026,167642,154493
E082,J S S Academy of Technical Education Bangalore,EE Electrical,84222,--,--,83903,--,86324,80496,--,165920,78458,--,--,78982,--,--,73365,104987,74918,158986,--,--,158042,--,201357
E082,J S S Academy of Technical Education Bangalore,IE Info.Science,44633,--,--,38759,43322,44705,48774,--,--,37260,--,--,36315,--,--,36224,39733,37128,111226,156749,118800,99918,--,167362
E082,J S S Academy of Technical Education Bangalore,ME Mechanical,140978,--,--,137833,--,--,163338,--,--,--,--,--,131546,--,141332,124198,--,140232,206573,259353,210386,263257,--,--
E082,J S S Academy of Technical Education Bangalore,MT Mechatronics,--,--,--,119598,--,157414,--,--,--,118993,--,--,123944,--,--,107600,174778,151667,223338,--,--,238420,--,--
E082,J S S Academy of Technical Education Bangalore,AE Aeronaut.Engg,45876,--,--,50636,--,69689,52641,--,--,--,--,--,51179,--,--,40884,46572,48263,85653,--,124472,115595,--,--
E082,J S S Academy of Technical Education Bangalore,"AI Artificial
Intelligence",26553,--,--,27241,--,27355,28706,--,--,23839,--,--,25224,--,25444,23772,30152,24896,74041,103179,78295,70947,--,74670
E082,J S S Academy of Technical Education Bangalore,BT Bio Technology,--,137137,--,53011,--,74328,64089,--,--,50114,--,--,48385,--,--,45491,--,57862,84711,--,163072,90595,--,--
E082,J S S Academy of Technical Education Bangalore,CE Civil,129377,--,--,122427,--,--,114293,--,--,104338,--,126484,104585,--,--,104051,114452,125356,157257,173999,198122,169336,--,--
E082,J S S Academy of Technical Education Bangalore,CS Computers,26320,--,27385,23920,27974,27015,27259,--,37434,20716,--,--,21406,25443,22568,20042,22411,21294,66337,67572,70101,59989,--,61863
E082,J S S Academy of Technical Education Bangalore,"DS Comp. Sc. Engg-
Data Sc.",29915,--,--,28105,--,--,36152,51198,37779,25111,--,--,24193,--,--,24049,--,24593,81557,--,--,72299,--,81830
E082,J S S Academy of Technical Education Bangalore,EC Electronics,34152,--,--,30675,40472,31079,44718,--,--,29022,--,29784,28685,--,--,28374,34320,29620,102437,--,126648,82656,--,82825
E082,J S S Academy of Technical Education Bangalore,EE Electrical,54964,--,--,54010,--,61517,56857,--,--,46199,--,--,48606,--,--,44626,67923,53593,110860,--,121156,86783,--,--
E082,J S S Academy of Technical Education Bangalore,IE Info.Science,30788,--,33850,29126,35844,33146,40196,--,63292,25817,--,--,25861,--,27423,25054,32934,26881,94983,130743,110131,87926,102719,97896
E082,J S S Academy of Technical Education Bangalore,ME Mechanical,104434,--,147662,112450,--,--,--,--,--,88782,141461,103166,96147,--,--,80787,--,97121,177558,--,--,186240,--,--
E082,J S S Academy of Technical Education Bangalore,MT Mechatronics,--,--,--,88421,--,146132,81603,--,--,77746,--,--,72704,--,--,71877,104423,141580,172903,--,186103,--,--,--
E082,J S S Academy of Technical Education Bangalore,CE Civil,--,--,211722,189765,--,--,173479,--,--,--,--,--,--,222708,--,148327,--,181169,210472,--,--,241937,--,--
E082,J S S Academy of Technical Education Bangalore,CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
E082,J S S Academy of Technical Education Bangalore,EC Electronics,--,--,--,111175,--,112801,--,--,--,--,--,--,99052,--,--,96945,--,99826,182392,--,--,145822,--,--
E082,J S S Academy of Technical Education Bangalore,EE Electrical,--,--,--,123164,--,--,--,--,--,--,--,--,--,--,--,114609,--,116499,145594,--,--,208072,--,215982
E082,J S S Academy of Technical Education Bangalore,IE Info.Science,115019,--,--,110703,--,--,104692,--,--,99545,--,--,93153,--,--,90417,113401,106791,184970,212073,224029,205665,--,--
E082,J S S Academy of Technical Education Bangalore,ME Mechanical,193106,--,--,221479,--,268482,193519,--,--,181038,--,--,184050,--,--,179778,196217,197006,257013,--,--,--,--,--
E082,J S S Academy of Technical Education Bangalore,ZC CSC,127954,--,--,125839,147327,138620,128328,--,134080,123294,--,127881,117706,--,127471,111563,119721,127217,205327,229791,236793,202628,247834,221872
E082,J S S Academy of Technical Education Bangalore,"CA CS (AI, Machine
Learning)",24642,--,28041,22414,--,24742,25455,--,--,17527,--,--,17994,26727,--,17413,20117,21509,79037,--,113610,81201,--,--
E082,J S S Academy of Technical Education Bangalore,CE Civil,126840,220401,--,132578,--,--,148656,--,--,110567,--,136218,115866,--,--,109106,--,128053,170342,--,206387,200877,--,--
E082,J S S Academy of Technical Education Bangalore,CS Computers,21036,--,--,19766,23705,22766,26733,--,--,14907,--,--,15492,--,18890,14409,20021,16356,61250,72938,84734,69766,--,77085
E082,J S S Academy of Technical Education Bangalore,EC Electronics,30021,--,--,30070,--,34043,42454,--,--,22900,--,--,24345,--,31691,21802,32879,27978,105091,141122,135910,126453,127075,128206
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore","EI Elec. Inst.
Engg",68438,160983,131283,65038,--,72891,60758,--,--,47649,--,--,50171,--,--,42663,59681,69053,146912,--,--,179431,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",IE Info.Science,25099,--,--,23165,33367,24102,40861,--,58844,18310,--,--,18830,--,21279,18021,30018,21012,87221,140653,92870,95099,--,99728
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",ME Mechanical,134648,--,--,109096,--,--,88483,--,--,89972,181313,130381,98572,--,--,85620,--,122878,190374,--,192762,189470,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore","RA Robotics and
Automation",49305,--,--,35206,--,46043,56294,--,--,--,--,--,28939,--,--,24476,71518,39996,115651,--,--,163792,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore","AI Artificial
Intelligence",70150,--,--,63057,--,70424,53319,--,100656,54767,86022,--,58249,--,--,52690,55557,60005,147824,--,167832,160592,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",CS Computers,69765,--,84587,63946,63988,68276,53490,--,--,53426,--,61808,54101,--,65339,50000,55845,61264,123479,166023,141472,109132,122390,116849
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",EC Electronics,88404,107365,--,89089,--,101295,77514,--,--,72570,--,--,73670,79168,87321,69799,75280,77208,176508,--,181418,188525,--,197013
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",IE Info.Science,82423,--,--,70804,96923,75993,64396,--,--,66377,--,--,67682,--,--,62777,73469,70889,162085,175842,178679,176792,--,216273
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",ME Mechanical,--,--,211443,153640,--,--,147639,--,--,138727,--,186131,140115,--,--,136362,149788,181486,212641,--,--,--,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore","CA CS (AI, Machine
Learning)",--,--,--,63720,--,--,--,--,--,--,--,73808,55603,--,--,54114,59609,58431,117025,--,--,187943,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",CE Civil,--,--,--,166070,--,--,--,--,--,--,--,--,138442,--,--,135707,--,146294,200933,--,222653,207988,271401,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",CS Computers,58653,--,--,58535,--,65466,61676,--,--,54038,--,--,54206,--,60888,50940,56584,53926,95424,121697,107269,103260,--,117251
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore","CY CS- Cyber
Security",--,--,93953,71829,--,--,--,--,--,66016,--,--,--,--,--,62915,--,69492,163319,--,--,152027,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",EC Electronics,85615,--,--,73517,91336,93890,70739,--,--,69912,--,--,68633,--,--,67906,--,72551,158131,--,174093,100371,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",IE Info.Science,74768,--,--,70441,--,79672,97592,--,--,66136,--,--,63221,--,--,62131,83531,63872,132223,--,182500,142725,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",ME Mechanical,147150,--,--,138970,--,--,176151,--,--,--,--,--,--,--,--,130857,--,--,192114,--,--,--,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore","AI Artificial
Intelligence",69599,--,--,65730,--,82327,94480,--,--,52633,--,--,59565,70040,--,52550,--,66852,127095,--,129978,135060,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",CS Computers,53718,--,--,63090,72729,73423,58404,--,--,57562,--,--,57282,--,64321,53201,62011,58813,112599,--,115280,115740,--,118308
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",EC Electronics,93246,--,--,95859,--,97023,105592,--,147745,84170,--,--,87709,--,--,81082,82707,87467,170148,226775,205976,189625,--,189920
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",EE Electrical,--,--,--,111747,--,--,--,--,--,--,--,106419,--,--,--,98266,--,105245,180967,--,--,211017,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore","IC CS-IoT, Cyber
Security",102835,--,--,79442,--,--,112844,--,--,79312,--,--,83232,--,--,78083,84749,95754,198428,216904,201391,155095,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",IE Info.Science,82382,--,--,81833,84391,87543,107101,--,--,72714,--,--,74845,--,--,72707,75365,76238,140331,--,179582,152706,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",ME Mechanical,168215,--,213830,142524,--,--,--,--,--,--,--,--,--,--,--,127135,--,145850,198500,--,--,269943,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore","AI Artificial
Intelligence",70837,--,100460,73648,--,81958,74269,--,--,60715,--,--,56569,69070,--,52849,54931,61971,133461,--,158701,130702,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",CE Civil,--,--,--,148439,--,--,--,--,--,--,--,--,140064,--,--,136632,191480,148928,189936,--,231047,208184,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",CS Computers,63261,--,--,60483,69844,63999,71163,--,--,53106,--,--,57445,--,61588,50670,54658,56799,113601,144524,118123,110813,--,139915
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",EC Electronics,92661,--,--,95139,--,109024,98991,--,--,77291,--,--,78427,--,92116,74892,94029,89007,187350,--,213151,192091,202772,236539
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",IE Info.Science,84235,--,--,79252,99342,83837,85819,--,94478,70273,--,--,69962,--,--,66932,74299,75884,171991,220206,223124,195751,--,231025
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",ME Mechanical,131125,--,--,131809,--,--,--,--,--,--,--,153518,--,--,--,129466,--,152479,218907,--,--,--,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore","AI Artificial
Intelligence",62835,--,--,68785,--,86996,72117,--,--,60807,--,--,66512,--,--,60285,62757,70417,109035,--,147765,113281,--,--
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",CS Computers,59572,--,--,56575,--,69929,58533,--,--,48960,--,--,50014,--,--,47222,51188,48516,103158,126423,128479,90995,--,113803
E088,"Bangalore College of Engineering and Technology Chandapura, Bangalore",EC Electronics,--,--,--,72918,100843,--,--,--,147659,64108,--,--,65764,--,72345,64077,--,64523,172902,--,--,138578,--,--
E094,Coorg Institute of Technology Kodagu,EE Electrical,--,--,120454,106388,--,--,--,--,--,--,--,--,97861,--,--,90907,--,99414,177358,--,--,188990,--,--
E094,Coorg Institute of Technology Kodagu,IE Info.Science,81074,--,--,71963,--,--,73494,--,--,--,--,69676,--,--,--,57413,72247,--,120275,--,--,--,--,--
E094,Coorg Institute of Technology Kodagu,CE Civil,--,--,--,184868,--,--,--,--,--,--,--,--,178473,--,--,160794,--,183064,201775,--,249049,262326,--,--
E094,Coorg Institute of Technology Kodagu,CS Computers,67271,--,--,78387,--,89316,71627,--,--,60117,--,--,65884,--,--,59471,68619,61442,134211,159344,148789,102167,--,--
E094,Coorg Institute of Technology Kodagu,EC Electronics,99866,--,--,95884,119175,--,123783,241975,--,92703,--,--,--,--,104647,89260,--,94092,177399,--,--,207854,--,--
E094,Coorg Institute of Technology Kodagu,ME Mechanical,--,--,--,174741,--,--,175208,--,--,162100,--,--,168263,--,--,155900,190429,158165,225328,--,--,--,--,--
E094,Coorg Institute of Technology Kodagu,"AI Artificial
Intelligence",40881,--,53571,43225,49521,46718,57008,--,--,36264,--,--,38783,--,--,36153,38294,39482,115214,--,141469,146739,--,170488
E094,Coorg Institute of Technology Kodagu,"CC Computer and
Comm. Engg.",56185,--,--,60547,--,86857,101306,--,--,52143,--,--,74944,--,--,49010,78619,59445,171126,--,230524,97340,--,--
E094,Coorg Institute of Technology Kodagu,"CD Computer Sc.
and Design",54211,--,--,61996,--,--,93243,--,128819,51285,--,55859,63274,--,--,51023,106938,51412,169426,206202,--,117388,--,--
E094,Coorg Institute of Technology Kodagu,CS Computers,37528,--,--,37346,42388,37371,44961,--,53141,31437,--,--,33113,--,41137,31048,40441,36517,116930,126507,135866,116363,--,141032
E094,Coorg Institute of Technology Kodagu,EC Electronics,56629,--,--,52838,--,59052,53994,--,--,46426,--,--,51096,--,55614,43105,56550,54025,170332,--,176474,183736,204428,184843
E094,Coorg Institute of Technology Kodagu,"IC CS-IoT, Cyber
Security",52175,--,--,44405,--,53706,69662,--,--,42704,--,--,53585,90886,--,41598,--,51793,150023,--,169555,179259,--,--
E094,Coorg Institute of Technology Kodagu,ME Mechanical,187564,--,--,138960,--,168854,141416,239549,--,125037,--,--,129930,--,--,121889,--,159117,225311,--,228860,--,--,--
E094,Coorg Institute of Technology Kodagu,"AI Artificial
Intelligence",55586,--,--,66124,--,--,54303,--,--,54553,--,60326,52091,--,--,51544,65419,54335,129010,--,134448,126013,258408,--
E094,Coorg Institute of Technology Kodagu,CE Civil,184453,--,--,175870,242177,198073,181474,--,--,159791,--,--,170254,--,--,156479,188435,176748,220393,--,--,181432,--,--
E094,Coorg Institute of Technology Kodagu,CS Computers,47512,--,--,56454,--,58065,51546,--,--,48338,--,--,47646,60409,61322,47383,47943,54869,126203,--,139645,131628,--,142579
E094,Coorg Institute of Technology Kodagu,"DS Comp. Sc. Engg-
Data Sc.",61213,--,93455,72895,--,--,65941,83801,120787,61317,--,--,59189,--,--,58872,--,65133,137880,--,--,169373,--,--
E094,Coorg Institute of Technology Kodagu,EC Electronics,99650,--,--,87511,94985,100916,81810,--,--,76476,--,--,80770,--,84325,75786,80155,83384,182019,193132,205479,200720,--,203920
E094,Coorg Institute of Technology Kodagu,IE Info.Science,78616,--,91616,78380,--,81403,71985,--,101485,64097,102732,--,70061,--,--,63676,66013,72678,161387,222140,176813,200226,--,--
E094,Coorg Institute of Technology Kodagu,ME Mechanical,185766,--,--,158610,--,240639,176505,--,--,147607,--,--,176279,--,--,146397,159068,181700,226862,--,240237,--,--,--
E094,Coorg Institute of Technology Kodagu,"AD Artificial
Intel, Data Sc",--,--,--,--,--,133727,--,--,--,106383,--,--,--,--,--,80119,--,--,129380,--,--,--,--,--
E094,Coorg Institute of Technology Kodagu,CE Civil,--,--,--,193742,--,--,--,--,--,--,--,--,--,--,--,171716,--,193863,210618,--,--,--,--,--
E094,Coorg Institute of Technology Kodagu,CS Computers,115601,--,--,87415,--,--,--,--,--,--,--,--,--,--,--,59732,86371,86408,104097,--,--,--,--,--
E094,Coorg Institute of Technology Kodagu,EC Electronics,--,--,--,128306,--,--,--,--,--,--,--,--,113101,--,--,112396,--,--,182978,--,--,150610,--,165630
E094,Coorg Institute of Technology Kodagu,"ES Electronics and
Computer",--,--,--,--,--,--,--,--,--,139684,--,--,--,--,--,122180,--,--,--,--,268070,--,--,--
E094,Coorg Institute of Technology Kodagu,ME Mechanical,--,--,--,--,--,--,214981,--,--,--,--,--,--,--,--,184785,--,--,--,--,--,--,--,--
E094,Coorg Institute of Technology Kodagu,ZC CSC,--,--,--,129273,--,--,--,--,--,--,--,--,114237,--,--,104458,--,133158,149035,--,--,152903,--,--
E094,Coorg Institute of Technology Kodagu,"AD Artificial
Intel, Data Sc",88588,--,--,95274,137147,106402,95506,--,--,82351,--,--,100251,--,--,79811,--,80600,141690,--,149672,88795,--,--
E094,Coorg Institute of Technology Kodagu,"AI Artificial
Intelligence",107895,--,--,93883,--,--,100715,--,--,82270,--,--,87488,--,90891,80121,--,84137,154836,--,157813,153944,229448,--
E094,Coorg Institute of Technology Kodagu,CE Civil,--,--,--,195309,--,--,--,--,--,168952,244665,228743,--,--,--,161987,--,177190,234292,--,--,240245,--,--
E094,Coorg Institute of Technology Kodagu,CS Computers,75590,--,120966,91979,--,--,--,--,--,73018,--,--,70914,--,--,61492,83722,76774,115569,187472,--,136960,--,137027
E098,Atria Institute of Technology Bangalore,"CY CS- Cyber
Security",--,--,--,108527,--,128570,103591,--,--,--,--,--,102182,--,--,99096,110826,100729,180549,--,220946,176867,--,--
E098,Atria Institute of Technology Bangalore,EC Electronics,134194,--,--,118973,--,129047,129697,--,--,100532,--,--,105131,--,--,99058,105655,113321,181794,--,221864,168673,--,--
E098,Atria Institute of Technology Bangalore,ME Mechanical,--,--,--,207971,--,--,--,--,--,--,--,--,186936,--,--,167665,--,173464,245528,--,--,243138,--,--
E098,Atria Institute of Technology Bangalore,AE Aeronaut.Engg,80716,--,93733,65324,--,--,61432,194876,--,60001,--,--,61196,--,--,58970,99436,71033,112101,--,120143,103969,--,--
E098,Atria Institute of Technology Bangalore,"AI Artificial
Intelligence",51712,--,--,50608,--,59502,46048,--,--,43517,--,--,45014,--,46885,42192,45357,44673,109052,120981,131681,106215,223650,152845
E098,Atria Institute of Technology Bangalore,"CA CS (AI, Machine
Learning)",55171,--,--,55869,67290,60125,53988,--,--,46643,--,49109,43768,--,--,42441,56120,49044,121355,149861,155790,155027,--,222145
E098,Atria Institute of Technology Bangalore,CE Civil,--,--,--,131919,--,--,147262,--,--,126387,--,--,--,--,--,104880,191470,134823,213280,--,--,--,--,--
E098,Atria Institute of Technology Bangalore,CS Computers,40955,--,41641,41423,44204,46578,44886,--,52520,38004,--,40993,39626,44288,39826,36377,39862,39744,95434,125638,118523,109591,123085,128273
E098,Atria Institute of Technology Bangalore,"DS Comp. Sc. Engg-
Data Sc.",58778,64438,--,57787,--,59538,50172,--,--,47074,--,52894,48329,--,--,47031,47557,52082,129210,--,189188,149538,--,192994
E098,Atria Institute of Technology Bangalore,EC Electronics,62130,--,--,59099,65462,64501,65041,--,--,52714,--,--,52379,--,57643,51684,60518,57441,142535,146763,155678,139916,--,154068
E098,Atria Institute of Technology Bangalore,EE Electrical,95233,--,--,68631,--,--,--,--,151269,72869,--,--,--,--,--,63148,98945,67223,112733,--,--,167134,--,--
E098,Atria Institute of Technology Bangalore,IE Info.Science,55756,--,--,54591,55325,57806,57442,--,--,47813,73661,--,50473,--,53701,47455,49436,52922,137662,--,146635,157330,--,161781
E098,Atria Institute of Technology Bangalore,ME Mechanical,--,--,157195,121608,--,--,109992,--,--,--,--,--,--,--,--,96599,--,130908,204871,--,--,193496,--,--
E098,Atria Institute of Technology Bangalore,"AD Artificial
Intel, Data Sc",51312,--,81113,45833,--,56254,55852,--,--,47816,62808,--,49331,--,--,43046,--,48102,110799,--,--,114288,--,--
