College Code,College Name,Branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)",BT Bio Technology,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)",CE Civil,--,--,--,148856,--,185942,--,--,--,154874,--,--,--,--,--,131761,--,141079,177213,--,--,144603,--,--
E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)",CS Computers,43263,--,--,44547,48254,45653,48228,--,--,35735,--,50396,34394,--,--,33520,34780,36186,90841,--,95268,81135,--,90718
E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)",EC Electronics,58889,--,86151,63097,--,73574,76126,--,--,67900,--,--,57154,--,61173,53214,59442,60612,157643,--,162493,136305,162603,--
E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)",EE Electrical,90888,--,--,89229,--,111702,109407,--,--,--,--,--,85126,--,--,80482,80512,81496,194586,241752,196649,125227,--,--
E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)",IE Info.Science,65298,--,--,54723,96110,--,70628,--,--,58601,--,--,48558,--,--,47764,60779,55321,149308,--,169064,83279,--,--
E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)",ME Mechanical,--,--,--,175993,--,--,--,--,246765,152558,--,--,--,--,--,133280,--,152383,233937,--,--,214064,--,--
E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)","RA Robotics and
Automation",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)","AI Artificial
Intelligence",25263,--,--,25240,--,--,41452,--,47985,21934,48629,--,22522,--,--,21616,--,22102,83495,--,--,95398,--,99478
E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)",CE Civil,162339,256140,215240,141778,--,151851,169087,--,--,126955,--,--,145732,--,--,125932,153740,147728,214409,--,223097,193959,--,--
E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)",CS Computers,24921,--,--,25229,25505,30326,31302,--,48156,20183,--,21647,20738,--,22084,19801,25218,21587,89811,94796,97572,87758,94764,88333
E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)","DS Comp. Sc. Engg-
Data Sc.",28167,--,33807,25596,--,--,--,--,--,23706,--,27073,23725,--,--,23274,29350,26020,99864,--,--,87627,--,--
E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)",EC Electronics,37129,--,--,33642,51969,37222,72583,--,--,30279,--,--,29462,--,--,28866,36715,33147,123816,135749,141917,137733,--,158632
E115,"S J B Institute of Technology Kengeri,Bangalore (ATNMS)",EE Electrical,81659,--,--,63240,--,80784,84084,--,--,--,--,--,54865,--,--,52448,63603,61827,143048,--,212309,163216,--,--
E121,Vivekananada College of Engineering Technology D K DIST,IE Info.Science,28739,--,--,27955,--,31844,45695,--,--,24325,--,--,23475,34122,25589,22770,28357,24914,110224,145818,115825,105202,--,116365
E121,Vivekananada College of Engineering Technology D K DIST,ME Mechanical,--,--,--,116581,--,155364,172150,--,--,108349,--,--,105166,--,--,103400,131683,131230,201279,--,226461,262878,--,--
E121,Vivekananada College of Engineering Technology D K DIST,"CA CS (AI, Machine
Learning)",--,130191,--,97957,--,--,104106,--,168091,92195,--,--,90188,--,--,88387,--,93494,186087,--,189282,211479,--,--
E121,Vivekananada College of Engineering Technology D K DIST,CS Computers,93844,--,--,92845,96439,105364,95748,--,--,88807,--,--,85476,--,87585,81337,85130,86971,173585,197895,184844,153410,--,153484
E121,Vivekananada College of Engineering Technology D K DIST,"CY CS- Cyber
Security",--,--,--,108592,--,120213,129324,--,--,--,--,--,101598,--,--,98162,--,103696,189269,--,243644,212095,273393,--
E121,Vivekananada College of Engineering Technology D K DIST,"DS Comp. Sc. Engg-
Data Sc.",102858,--,118357,109501,--,--,--,--,161869,96384,--,--,97758,--,--,96052,118483,96123,197254,237099,--,194435,--,--
E121,Vivekananada College of Engineering Technology D K DIST,EC Electronics,100116,--,--,108779,--,109021,120017,--,--,--,--,--,96804,--,--,96396,106275,102412,197998,--,222904,199854,--,--
E121,Vivekananada College of Engineering Technology D K DIST,ME Mechanical,180148,--,--,191462,--,--,205433,--,--,197070,--,231435,180917,--,--,176916,185963,190901,255671,--,--,236852,--,--
E121,Vivekananada College of Engineering Technology D K DIST,"AD Artificial
Intel, Data Sc",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
E121,Vivekananada College of Engineering Technology D K DIST,"CA CS (AI, Machine
Learning)",21074,--,25085,20072,25510,21916,29264,--,37104,14272,--,--,15495,--,17139,14050,22015,17000,76396,95046,95653,70759,86495,84154
E121,Vivekananada College of Engineering Technology D K DIST,CE Civil,125969,--,272839,127341,--,--,153374,--,--,102174,--,125972,100453,--,--,99628,140113,120292,181584,--,--,154912,--,--
E121,Vivekananada College of Engineering Technology D K DIST,CS Computers,19401,--,19964,17788,21963,20116,26218,45633,26229,12526,--,15545,13528,20027,15469,12126,19713,14966,68643,72694,84096,65588,67822,82177
E121,Vivekananada College of Engineering Technology D K DIST,"CY CS- Cyber
Security",23416,--,--,21508,--,23101,30769,--,--,16229,--,--,16340,--,--,15073,29499,18501,70893,--,95756,66050,--,--
E121,Vivekananada College of Engineering Technology D K DIST,"DS Comp. Sc. Engg-
Data Sc.",22100,--,--,20998,--,22383,27873,--,37368,16058,--,--,16031,--,--,15105,25892,17049,79313,106592,89787,80627,--,83923
E121,Vivekananada College of Engineering Technology D K DIST,EC Electronics,20856,--,--,22645,28702,22718,35616,--,--,16349,--,--,17729,--,20874,15612,28317,20617,93196,100691,103773,80824,--,106328
E121,Vivekananada College of Engineering Technology D K DIST,EE Electrical,45734,71156,--,37902,--,57222,55700,--,--,34570,72697,--,38652,--,--,33659,--,40827,121130,--,135819,138050,--,--
E121,Vivekananada College of Engineering Technology D K DIST,IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
E121,Vivekananada College of Engineering Technology D K DIST,ME Mechanical,89573,--,--,87985,--,122957,122794,--,--,74039,136590,--,83698,--,--,68225,--,113848,170115,--,214873,162769,--,--
E121,Vivekananada College of Engineering Technology D K DIST,CE Civil,--,--,--,210808,--,--,--,--,--,--,--,--,182829,--,--,176205,--,--,220016,--,--,--,--,--
E121,Vivekananada College of Engineering Technology D K DIST,CS Computers,--,--,--,74825,--,--,--,--,--,--,--,--,--,--,--,60692,--,--,126877,--,135052,113923,--,--
E121,Vivekananada College of Engineering Technology D K DIST,EC Electronics,117786,--,--,--,--,--,--,--,--,--,--,--,--,--,--,75596,98358,--,--,--,--,--,--,--
E121,Vivekananada College of Engineering Technology D K DIST,ME Mechanical,--,--,--,261492,--,--,180682,--,--,--,--,--,--,--,--,148025,--,182386,249071,--,--,--,--,--
E121,Vivekananada College of Engineering Technology D K DIST,CE Civil,--,--,--,239089,--,--,--,--,--,--,--,--,191969,--,--,191073,--,233647,236414,--,--,258719,--,--
E121,Vivekananada College of Engineering Technology D K DIST,CS Computers,100739,--,--,100522,--,103046,97744,--,--,89043,--,--,92942,--,--,88829,89745,92510,157802,186109,179551,166431,--,189178
E121,Vivekananada College of Engineering Technology D K DIST,EC Electronics,133474,--,--,112617,--,117616,112646,147388,--,103066,--,--,108267,--,--,102344,--,111072,219844,--,234232,214512,--,--
E121,Vivekananada College of Engineering Technology D K DIST,IE Info.Science,118182,--,--,114175,143331,--,121094,--,--,97606,--,--,103353,--,112280,97590,--,107249,201347,--,220905,247270,--,--
E121,Vivekananada College of Engineering Technology D K DIST,ME Mechanical,217195,--,--,262890,--,--,--,--,--,--,--,--,--,--,--,204665,243947,237608,241518,--,--,--,--,--
E121,Vivekananada College of Engineering Technology D K DIST,"AI Artificial
Intelligence",100073,136642,113268,88825,--,--,100525,--,--,84105,--,100429,80563,--,--,69483,--,70131,173332,--,--,84796,--,--
E121,Vivekananada College of Engineering Technology D K DIST,CE Civil,--,--,--,166815,--,--,--,--,--,--,--,--,131046,--,--,119564,--,140358,246920,--,--,211958,--,--
E121,Vivekananada College of Engineering Technology D K DIST,CS Computers,84159,--,--,73198,--,75941,102574,--,--,67528,--,--,72875,--,78856,55300,55783,64126,184747,185053,194104,99734,--,138164
E121,Vivekananada College of Engineering Technology D K DIST,"DS Comp. Sc. Engg-
Data Sc.",98775,--,--,94597,--,99110,123081,182923,--,88036,--,--,100389,--,--,87317,--,88439,208377,--,--,99893,--,--
E121,Vivekananada College of Engineering Technology D K DIST,EC Electronics,128530,--,--,87792,92643,116506,--,--,--,94290,--,--,79826,--,--,66536,76458,68676,218210,--,246092,92295,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",ME Mechanical,--,--,--,145383,--,--,--,--,--,--,--,--,--,--,--,137961,150975,164615,246721,--,--,190646,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi","AI Artificial
Intelligence",60081,--,73529,64588,--,68925,59570,--,--,66192,--,--,66290,--,--,58865,60139,62568,197213,245851,254609,236255,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi","CB Comp. Sc. and
Bus Sys.",--,--,--,73289,--,--,84194,--,--,--,--,92270,70284,--,--,64152,--,66309,240743,--,--,--,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi","CD Computer Sc.
and Design",--,--,--,76196,--,80874,92427,--,161410,89239,--,--,72718,--,--,66854,72363,70306,246097,--,--,126779,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",CS Computers,49333,--,--,47809,49332,47950,60499,--,--,41948,--,--,43761,--,44936,39604,42538,42599,197275,200053,225203,137550,--,220404
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",EC Electronics,61578,--,106893,66009,--,--,--,--,--,62320,--,88242,64368,89482,--,60221,--,60748,219670,--,--,172808,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",IE Info.Science,56675,--,--,61309,75227,68203,89113,--,--,65970,--,--,60708,--,--,53779,54677,56566,239704,--,251177,221617,--,273154
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",ME Mechanical,236289,--,--,152646,--,--,--,--,--,--,--,--,--,--,--,117962,120365,198027,273277,--,--,--,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",BM Bio Medical,138040,--,--,96664,--,112063,91379,--,--,69346,236236,--,95263,--,--,58246,--,80173,100801,--,159717,70823,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",CS Computers,71015,--,--,64548,--,64796,56980,--,--,56978,--,--,57368,--,60357,54373,63565,58262,137432,158492,147282,142008,--,161553
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",EC Electronics,--,--,--,87544,--,96305,112011,--,--,81536,--,--,87706,--,--,77835,87223,84142,168774,--,188328,118144,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",EE Electrical,109506,--,--,111821,113493,--,103815,--,199013,103240,--,109440,106645,--,--,103071,111826,107568,131967,--,--,183832,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",ME Mechanical,191006,--,--,180688,--,--,--,--,--,--,--,--,--,--,--,146794,--,192950,231691,--,--,261256,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi","AI Artificial
Intelligence",18043,--,20206,15778,22854,17407,25179,--,32288,11487,--,15319,11905,23484,15506,11070,22226,14887,61088,86654,87414,57141,83393,75772
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi","CB Comp. Sc. and
Bus Sys.",18636,--,--,18261,--,22256,19759,--,--,13324,--,--,12174,--,--,11540,24302,17008,67171,--,80858,60047,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",CE Civil,88208,--,--,100578,161978,135139,--,--,--,75684,--,--,77394,--,--,75173,--,88606,143018,--,--,82070,--,165150
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",CS Computers,16365,25952,19262,13118,20805,17336,17304,27338,25748,9920,20070,13756,10208,19456,13871,8730,19116,13026,53338,59365,67597,53137,58416,66429
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",EC Electronics,17385,--,--,18852,25247,21520,27113,--,--,13211,--,--,13045,--,17647,11698,23315,17535,69679,85268,89136,66199,--,90956
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",EE Electrical,26851,--,51935,31346,--,--,41064,--,--,22921,--,37232,25642,--,--,20237,32991,34366,90280,125855,--,91406,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi","ET Elec.
Telecommn. Engg.",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",ME Mechanical,--,--,--,68263,--,--,68546,--,--,50963,--,--,49161,--,--,37817,66058,66638,166417,--,--,140324,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi","AI Artificial
Intelligence",92038,--,--,85873,--,--,90346,--,--,79724,--,--,81566,--,--,79684,--,81098,120935,--,194483,135220,224795,246054
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",CE Civil,--,--,--,193700,--,--,--,--,--,--,--,--,174815,--,--,166566,203170,194951,237256,--,--,240078,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",CS Computers,93720,--,--,92072,102417,97324,90396,--,--,77269,--,--,77121,--,86692,74661,80519,79779,179332,189293,187218,150853,--,157947
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",EC Electronics,--,--,98327,86250,--,--,119996,--,--,86529,--,--,--,--,--,83005,--,--,158222,264805,--,--,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",IE Info.Science,95459,--,--,96470,--,97348,114983,--,--,89127,--,--,90135,--,--,85916,105181,88846,199449,--,240993,165456,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",ME Mechanical,205655,--,--,177540,--,--,--,--,--,--,--,206959,--,--,--,175333,--,186695,245221,--,--,258056,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi","AD Artificial
Intel, Data Sc",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",AR Architecture,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",BB B Tech in EC,89193,--,--,92922,--,--,--,--,--,75841,--,--,--,--,--,43461,68468,74138,103915,--,183258,136852,--,--
E128,"Sharnbasva University(Formerly Appa Inst. of Tech.) Brahmpur, Kalaburagi",BG B Tech in AD,--,--,--,65873,--,--,63023,--,--,62226,--,--,--,--,--,26416,--,99160,116596,--,--,--,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,BJ B Tech in EE,--,--,--,108340,--,--,--,--,180840,--,--,--,--,--,--,82349,--,--,143472,--,--,117471,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,BK B Tech in EN,243531,--,--,142238,--,--,--,--,--,--,--,--,--,--,--,123728,--,213115,221472,--,--,--,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,BP B Tech in CE,--,--,--,165625,185040,--,--,--,--,--,--,--,132983,--,--,106871,--,150039,160961,--,--,232299,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,BW B Tech in CS,34954,--,--,64485,--,76382,--,--,--,86383,--,--,47863,--,--,32314,48320,51199,70655,--,117569,82302,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,"CD Computer Sc.
and Design",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,DB B Tech in ME,--,--,--,140826,--,--,174679,--,--,--,--,--,161438,--,--,118040,--,132518,205990,246418,--,--,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,"ZM B.TECH IN
COMP.SCI. DESI.",--,--,--,72530,--,--,66833,--,--,--,--,--,--,--,113142,50685,--,--,174079,--,--,--,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,"AI Artificial
Intelligence",35597,--,--,22125,--,26831,28110,--,--,--,--,--,24552,--,--,20340,27492,26003,98155,--,143269,37342,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,"CB Comp. Sc. and
Bus Sys.",--,--,--,37733,--,--,37126,--,69875,--,--,--,34135,--,--,32083,37529,33195,146533,--,228330,121575,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,CE Civil,--,--,--,151529,--,--,158793,--,--,--,--,258268,145239,--,--,116102,--,177628,197606,--,--,197826,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,CS Computers,26572,--,34615,23449,29304,30620,20012,--,--,24672,--,--,18784,--,24883,16844,21636,22194,88233,107174,158971,84305,--,94781
E133,G S S S Institute of Engineering and Technology for Women Mysore,"DS Comp. Sc. Engg-
Data Sc.",39562,--,--,26890,--,34090,--,--,--,25242,--,--,25163,42932,30847,22823,--,27138,134825,--,--,60955,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,EC Electronics,46947,--,--,41644,44480,45225,64613,--,--,33284,--,--,34287,--,--,32404,43376,36468,159729,--,239428,133861,--,209095
E133,G S S S Institute of Engineering and Technology for Women Mysore,EE Electrical,--,--,--,81001,--,--,87620,--,189869,74263,--,--,72835,--,--,51716,--,73274,188581,--,245805,140348,235373,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,ME Mechanical,157171,--,--,165040,--,170830,130559,--,--,166824,--,--,130596,--,--,128835,133565,144108,233691,--,273080,--,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,"AD Artificial
Intel, Data Sc",107668,--,--,95525,--,118262,79836,--,--,--,--,--,84610,103804,--,79810,--,89726,172664,--,178731,145100,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,"AI Artificial
Intelligence",106875,--,--,96332,--,102909,87817,--,133888,86454,--,--,84551,--,--,82091,99002,85475,166595,--,--,107878,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,CE Civil,202916,--,270029,190078,--,--,--,--,--,--,--,--,--,--,--,160376,--,168210,202283,--,--,219575,269878,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,CS Computers,100456,--,--,92660,94505,102618,86743,--,--,80470,--,--,78220,--,86728,72916,84600,82110,130371,148159,161030,136086,--,147212
E133,G S S S Institute of Engineering and Technology for Women Mysore,EC Electronics,115762,--,--,109012,119681,114121,107244,--,--,99028,--,--,101653,--,106254,98717,109241,103729,176601,--,196682,180047,--,206762
E133,G S S S Institute of Engineering and Technology for Women Mysore,EE Electrical,--,--,--,115265,--,--,117861,--,165487,--,--,--,--,--,--,103441,--,112978,210842,--,--,121453,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,IE Info.Science,115176,150276,--,99496,--,117246,101670,--,--,91412,--,--,90599,--,--,88997,--,99245,177151,--,230996,134543,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,ME Mechanical,--,--,--,169933,--,--,--,--,--,--,--,213826,160365,--,--,158894,--,196464,229696,--,--,202828,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,ZU CYBER SECURITY,119463,--,--,113462,--,--,107413,--,--,98871,--,--,99834,--,--,94712,105348,100464,145982,167550,171934,177463,--,223201
E133,G S S S Institute of Engineering and Technology for Women Mysore,"AI Artificial
Intelligence",--,163008,--,110851,--,--,--,--,154592,--,--,--,92909,--,--,72070,--,93575,124152,--,--,222257,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,CE Civil,187623,--,--,231247,258691,269495,155915,--,--,198192,--,--,167786,--,--,155509,--,204169,166413,--,205132,267458,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,CS Computers,75982,--,--,87304,--,92285,70664,--,--,106888,--,--,82246,--,82847,66276,66823,73151,118668,133529,119274,152988,--,173400
E133,G S S S Institute of Engineering and Technology for Women Mysore,EC Electronics,127350,--,136516,123904,--,--,82880,--,--,124208,--,--,104250,--,--,80898,--,103226,169942,--,189278,184017,218878,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,EE Electrical,162957,--,--,133429,--,156215,115192,--,--,150001,--,--,121421,--,--,111735,118132,144941,208203,--,256397,--,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,ME Mechanical,--,--,--,195898,--,--,--,--,--,--,--,--,--,--,--,148720,185096,--,200036,--,--,244698,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,"AD Artificial
Intel, Data Sc",39548,--,--,36083,--,44850,39024,--,--,26594,--,--,27779,--,--,26521,26804,29616,80384,--,96668,106480,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,"CA CS (AI, Machine
Learning)",--,--,42530,34762,--,--,38440,--,55758,26274,--,--,27699,37877,--,25313,--,29222,74819,--,--,88450,--,--
E133,G S S S Institute of Engineering and Technology for Women Mysore,CS Computers,29153,--,--,26794,--,27714,25657,--,--,20092,--,--,22698,--,26166,19741,26114,25862,55804,86063,70317,66436,--,102501
E133,G S S S Institute of Engineering and Technology for Women Mysore,EC Electronics,49209,--,--,39536,40287,47654,42101,--,--,33466,--,36316,34736,--,41204,33095,38602,35397,95949,103519,114202,96442,--,126235
E141,P E S University (Electronic City Campus) Bangalore,EE Electrical,58306,--,65000,52759,72759,81386,55721,--,--,48720,--,--,48149,--,--,47835,--,55083,111451,--,111575,109731,--,--
E141,P E S University (Electronic City Campus) Bangalore,IE Info.Science,32572,--,--,32260,--,35800,38626,--,--,24585,--,--,26037,--,--,24394,--,27993,75690,--,--,66642,121918,130987
E141,P E S University (Electronic City Campus) Bangalore,CE Civil,--,--,--,193016,--,--,--,--,--,--,--,--,190338,--,--,174358,180358,190645,208114,--,--,190396,--,--
E141,P E S University (Electronic City Campus) Bangalore,CS Computers,78955,--,--,70963,75771,73976,79038,--,--,68413,--,--,55376,--,62139,54975,57640,62031,169421,--,178018,104884,--,--
E141,P E S University (Electronic City Campus) Bangalore,EC Electronics,83984,--,--,83438,--,95830,88350,--,--,78045,--,--,78286,--,--,74672,75015,77103,198537,238460,256839,120444,--,196664
E141,P E S University (Electronic City Campus) Bangalore,EE Electrical,140223,--,--,135104,--,--,132265,136566,182589,124024,--,168837,123114,--,--,116393,--,125525,213668,--,--,188654,--,--
E141,P E S University (Electronic City Campus) Bangalore,IE Info.Science,101788,145176,--,86240,--,106968,85065,--,--,104769,--,--,74612,--,--,74246,--,81843,234407,--,245264,156538,--,--
E141,P E S University (Electronic City Campus) Bangalore,ME Mechanical,--,--,243276,183143,--,--,--,--,--,--,--,--,183548,--,--,162867,--,174447,247508,--,--,256703,--,--
E141,P E S University (Electronic City Campus) Bangalore,"CA CS (AI, Machine
Learning)",76800,--,77596,70918,--,--,76170,--,--,73417,--,--,54914,--,--,53381,62957,67089,156627,--,215801,150036,179007,--
E141,P E S University (Electronic City Campus) Bangalore,CE Civil,--,--,--,208784,--,--,--,--,--,--,--,--,--,--,--,164050,--,181514,220966,--,--,--,--,--
E141,P E S University (Electronic City Campus) Bangalore,CS Computers,69653,--,--,59105,66139,68466,55116,--,97897,67438,--,--,50280,--,--,48260,51801,61262,141442,--,175745,113074,--,170761
E141,P E S University (Electronic City Campus) Bangalore,EC Electronics,83761,--,--,80023,--,82905,82606,--,--,82738,--,--,68663,--,76746,68002,69898,74614,183374,185109,220050,124231,--,215833
E141,P E S University (Electronic City Campus) Bangalore,EE Electrical,93852,--,--,121196,--,132014,93094,180696,--,131264,--,--,90459,--,--,89734,--,108742,185904,--,231893,213182,--,--
E141,P E S University (Electronic City Campus) Bangalore,ME Mechanical,171319,--,--,200063,--,217004,156921,--,--,--,--,--,184336,--,--,156847,195813,197945,233204,264814,--,--,--,--
E141,P E S University (Electronic City Campus) Bangalore,"AI Artificial
Intelligence",--,--,--,85999,--,--,--,--,--,--,--,127033,--,--,--,78789,--,98503,194636,--,--,234339,--,--
E141,P E S University (Electronic City Campus) Bangalore,"CA CS (AI, Machine
Learning)",124199,--,--,117841,--,122716,102039,--,--,115942,--,--,105249,--,--,100606,102183,105801,244296,--,261283,178666,--,--
E141,P E S University (Electronic City Campus) Bangalore,CE Civil,--,--,--,215341,220717,--,--,--,--,--,--,--,--,--,--,203690,--,--,244516,--,--,237290,--,--
E141,P E S University (Electronic City Campus) Bangalore,CS Computers,90639,--,--,96659,--,96796,92039,--,--,92791,--,--,94588,--,103069,89835,93312,91206,171110,217391,176977,190551,--,201765
E141,P E S University (Electronic City Campus) Bangalore,"DS Comp. Sc. Engg-
Data Sc.",118847,--,--,117225,--,128004,129995,--,--,118673,--,--,111217,--,--,110924,114912,118009,201434,--,258379,232672,--,--
E141,P E S University (Electronic City Campus) Bangalore,EC Electronics,134042,--,--,116993,--,119060,132808,--,--,119016,--,--,109329,--,--,105591,--,108140,193521,--,224343,154251,--,--
E141,P E S University (Electronic City Campus) Bangalore,IE Info.Science,115649,--,--,112453,--,--,115213,--,135633,114540,--,--,110149,--,--,107781,110483,110415,217457,240282,--,232858,--,--
E141,P E S University (Electronic City Campus) Bangalore,"AI Artificial
Intelligence",94222,--,--,95254,--,102920,94378,--,--,85078,--,--,84928,--,--,84356,93782,93995,176224,247942,212706,198498,--,--
E141,P E S University (Electronic City Campus) Bangalore,CE Civil,207646,--,--,169704,--,--,--,--,--,175938,--,203582,--,--,--,168614,214394,--,225729,--,--,--,--,--
E141,P E S University (Electronic City Campus) Bangalore,CS Computers,81474,--,--,88129,--,91745,93729,--,--,78578,--,--,78163,--,87358,76075,85567,82257,143248,179922,152854,173192,--,177981
E141,P E S University (Electronic City Campus) Bangalore,"CY CS- Cyber
Security",--,--,--,88180,--,--,--,--,164737,--,--,--,81591,--,--,80110,--,97625,194134,--,--,222290,--,--
E141,P E S University (Electronic City Campus) Bangalore,"DS Comp. Sc. Engg-
Data Sc.",--,--,--,91610,125195,--,--,--,--,--,--,--,86200,--,--,83214,--,95682,199081,--,258878,206440,--,--
E141,P E S University (Electronic City Campus) Bangalore,EC Electronics,--,--,106358,93517,--,--,113780,--,--,90314,--,--,--,--,--,89828,--,90457,198393,--,--,--,--,--
